name,query,question 
Axial Actuators Applied Forces,"SELECT ""applied0"",""applied1"",""applied2"",""applied3"",""applied4"",""applied5"",""applied6"",""applied7"",""applied8"",""applied9"",""applied10"",""applied11"",""applied12"",""applied13"",""applied14"",""applied15"",""applied16"",""applied17"",""applied18"",""applied19"",""applied20"",""applied21"",""applied22"",""applied23"",""applied24"",""applied25"",""applied26"",""applied27"",""applied28"",""applied29"",""applied30"",""applied31"",""applied32"",""applied33"",""applied34"",""applied35"",""applied36"",""applied37"",""applied38"",""applied39"",""applied40"",""applied41"",""applied42"",""applied43"",""applied44"",""applied45"",""applied46"",""applied47"",""applied48"",""applied49"",""applied50"",""applied51"",""applied52"",""applied53"",""applied54"",""applied55"",""applied56"",""applied57"",""applied58"",""applied59"",""applied60"",""applied61"",""applied62"",""applied63"",""applied64"",""applied65"",""applied66"",""applied67"",""applied68"",""applied69"",""applied70"",""applied71"",""applied72"",""applied73"",""applied74"",""applied75"",""applied76"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What are the applied forces for each of the 77 axial actuators on the LSST SAL MTM2 system within the specified time range?
Axial Actuators Measured Forces,"SELECT ""measured0"",""measured1"", ""measured2"", ""measured3"", ""measured4"", ""measured5"", ""measured6"", ""measured7"", ""measured8"", ""measured9"", ""measured10"", ""measured11"", ""measured12"", ""measured13"", ""measured14"", ""measured15"", ""measured16"", ""measured17"", ""measured18"", ""measured19"", ""measured20"",""measured21"", ""measured22"", ""measured23"", ""measured24"", ""measured25"", ""measured26"", ""measured27"", ""measured28"", ""measured29"", ""measured30"",""measured31"", ""measured32"", ""measured33"", ""measured34"", ""measured35"", ""measured36"", ""measured37"", ""measured38"", ""measured39"", ""measured40"",""measured41"", ""measured42"", ""measured43"", ""measured44"", ""measured45"", ""measured46"", ""measured47"", ""measured48"", ""measured49"", ""measured50"",""measured51"", ""measured52"", ""measured53"", ""measured54"", ""measured55"", ""measured56"", ""measured57"", ""measured58"", ""measured59"", ""measure60"",""measured61"", ""measured62"", ""measured63"", ""measured64"", ""measured65"", ""measured66"", ""measured67"", ""measured68"", ""measured69"", ""measured70"", ""measured71"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the measured forces for all 72 axial actuators on the LSST SAL MTM2 system within the specified time range?
Dropout Shutter Open Percentage,"SELECT ""dropoutDoorOpeningPercentage"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" ORDER BY time DESC LIMIT 1",What is the most recent percentage of the dropout shutter being open for the AT Dome?
Dome Status,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.logevent_allAxesInPosition"" ORDER BY time DESC LIMIT 1",Is the AT Dome currently in position?
Azimuth Position,"SELECT ""azimuthPosition"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" ORDER BY time DESC LIMIT 1",What is the most recent value of the azimuth position for the AT dome?
Main Shutter Open Percentage,"SELECT ""mainDoorOpeningPercentage"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" ORDER BY time DESC LIMIT 1",What is the current percentage of the main shutter being open for the LSST Automatic Telescope Dome?
Ambient Air Temperature above M1M3 RoC (<1C/hr),"SELECT difference(last(""temperatureItem0"")) FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 113 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(1h)","What is the maximum rate of change of the ambient air temperature above M1M3 over the past hour, considering only changes greater than 1°C per hour?"
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""Outside air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","To generate a natural language question that could lead to the given database query, let's break down the key components of the query:

1. It selects the mean (average) value of the ""temperatureItem0"" column and aliases it as ""Outside air temp"".
2. The data is being retrieved from the table ""lsst.sal.ESS.temperature"" within the schema ""efd"".""autogen"".
3. There is a condition to filter rows where the ""salIndex"" column equals 301.
4. It also filters the data based on a time range, using the placeholders "":dashboardTime:"" and "":upperDashboardTime:"".
5. The results are grouped by time using the "":interval:"" placeholder and any missing values are filled with null.

Considering these components, here's a possible natural language question:

What is the average outside air temperature recorded every :interval: minutes for the device with index 301 between :dashboardTime: and :upperDashboardTime:?"
M1M3 temps,"SELECT mean(""temperatureItem0"") AS ""M1M3 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 113 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What was the average temperature of the M1M3 air sensor for the past 24 hours, with data points recorded at 15-minute intervals?"
M1M3 temps,"SELECT mean(""absoluteTemperature0"") AS ""mean_absoluteTemperature0"", mean(""absoluteTemperature10"") AS ""mean_absoluteTemperature10"", mean(""absoluteTemperature20"") AS ""mean_absoluteTemperature20"", mean(""absoluteTemperature30"") AS ""mean_absoluteTemperature30"", mean(""absoluteTemperature40"") AS ""mean_absoluteTemperature40"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3TS.thermalData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the average temperatures at 0m, 10m, 20m, 30m, and 40m heights on the LSST MTM1M3TS telescope structure over the last [time interval], with data points grouped by every [interval] and null values filled?"
Glycol delivered temp vs. ambient,"SELECT mean(""glycolTemperaturePier0001"") AS ""Glycol General Temp 0001"", mean(""glycolTemperaturePier0002"") AS ""Glycol General Temp 0002"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.generalPurposeGlycolWater"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What is the average glycol temperature at piers 0001 and 0002 compared to the ambient temperature over the specified time interval?
Glycol delivered temp vs. ambient,"SELECT mean(""ambientTemperature"") AS ""Azimuth Floor Air Ambient Temp"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.topEndChiller"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average ambient temperature at the azimuth floor of the LSST telescope over the past 24 hours, broken down by intervals of 1 hour?"
Glycol delivered temp vs. ambient,"SELECT mean(""glycolTemperaturePier0101"") AS ""Cold Glycol Temp 0101"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.cooling"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average temperature of the cold glycol delivered at pier 0101 over time, compared to the ambient temperature, within the specified dashboard timeframe?"
Glycol delivered temp vs. ambient,"SELECT mean(""absoluteTemperature0"") AS ""mean_absoluteTemperature0"", mean(""absoluteTemperature1"") AS ""mean_absoluteTemperature1"", mean(""absoluteTemperature10"") AS ""mean_absoluteTemperature10"", mean(""absoluteTemperature11"") AS ""mean_absoluteTemperature11"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3TS.thermalData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average temperature of glycol delivered (absoluteTemperature0 and absoluteTemperature1) compared to the ambient temperature (absoluteTemperature10 and absoluteTemperature11) over the last 24 hours, with data points grouped by the specified time interval?"
Inside/Outside Temps,"SELECT mean(""temperatureItem0"") AS ""Outside air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What was the average outside air temperature measured by the ESS system at the LSST observatory for each interval between the specified dashboard time and the current time, filling any gaps with null values?"
Inside/Outside Temps,"SELECT mean(""temperatureItem0"") AS ""Camera air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 111 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean temperature of Camera air (temperatureItem0) from the ESS subsystem over the last 24 hours, grouped by the specified interval and filling any null values?"
Inside/Outside Temps,"SELECT mean(""temperatureItem0"") AS ""M2 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 112 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average air temperature measured by M2 every [interval] minutes, for ESS temperature readings with salIndex 112, starting from the current dashboard time and going back [time range]?"
Inside/Outside Temps,"SELECT mean(""temperatureItem0"") AS ""M1M3 air temp"" FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 113 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)",What were the average air temperatures recorded by the M1M3 sensor inside the ESS enclosure at 15-minute intervals for the past hour?
Inside/Outside Temps,"SELECT mean(""mainCabinetExternalTemperature"") AS ""Tekniker Cabinet External air temp"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.mainCabinetThermal"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average external air temperature of the Tekniker cabinet over the specified time interval, where the data is grouped by the given interval and null values are filled?"
Inside/Outside Temps,"SELECT mean(""ambientTemperature"") AS ""Azimuth Floor Air Ambient Temp"", mean(""ambientTemperatureSensor0502"") AS ""Top End Hex Return air temp"", mean(""temperatureSensor0501"") AS ""Top End Rear air temp"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.topEndChiller"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the average ambient temperatures at the azimuth floor, top end hex return air, and top end rear air locations of the LSST Mount over the specified time interval?"
Chiller 1/2,"SELECT mean(""setpointActivo"") AS ""mean_setpointActivo"", mean(""temperaturaAguaImpulsionEvaporador"") AS ""mean_temperaturaAguaImpulsionEvaporador"", mean(""temperaturaAguaRetornoEvaporador"") AS ""mean_temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller01P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the mean setpoint, supply water temperature, and return water temperature for Chiller 1/2 over the specified time range, aggregated by the given interval?"
Chiller 1/2,"SELECT mean(""setpointActivo"") AS ""mean_setpointActivo"", mean(""temperaturaAguaImpulsionEvaporador"") AS ""mean_temperaturaAguaImpulsionEvaporador"", mean(""temperaturaAguaRetornoEvaporador"") AS ""mean_temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller02P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average setpoint, supply water temperature, and return water temperature for Chiller 1/2 over the specified time period?"
Chiller 3,"SELECT mean(""setpointActivo"") AS ""mean_setpointActivo"", mean(""temperaturaAguaImpulsionEvaporador"") AS ""mean_temperaturaAguaImpulsionEvaporador"", mean(""temperaturaAguaRetornoEvaporador"") AS ""mean_temperaturaAguaRetornoEvaporador"" FROM ""efd"".""autogen"".""lsst.sal.HVAC.chiller03P01"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What is the average setpoint, supply water temperature, and return water temperature for Chiller 3 over the specified time interval?"
Outside Temperature RoC (<1.0C/hr),"SELECT difference(last(""temperatureItem0"")) FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE salIndex = 301 AND time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(1h)","What is the rate of change of the outside temperature over the last hour, specifically looking at changes less than 1.0 degrees Celsius per hour, based on data from the LSST SAL ESS temperature readings for facility 301 since the dashboard time?"
M1M3 Internal Air Cell Temperature RoC (<0.75C/hr),"SELECT difference(last(""absoluteTemperature0"")), difference(last(""absoluteTemperature1"")), difference(last(""absoluteTemperature2"")), difference(last(""absoluteTemperature3"")) , difference(last(""absoluteTemperature4"")) , difference(last(""absoluteTemperature5"")) , difference(last(""absoluteTemperature6"")) , difference(last(""absoluteTemperature7"")) , difference(last(""absoluteTemperature8"")) , difference(last(""absoluteTemperature9"")) , difference(last(""absoluteTemperature10"")) , difference(last(""absoluteTemperature11"")) , difference(last(""absoluteTemperature12"")) , difference(last(""absoluteTemperature13"")) , difference(last(""absoluteTemperature14"")) , difference(last(""absoluteTemperature15"")) , difference(last(""absoluteTemperature16"")) , difference(last(""absoluteTemperature17"")) , difference(last(""absoluteTemperature18"")) , difference(last(""absoluteTemperature19"")) , difference(last(""absoluteTemperature20"")) , difference(last(""absoluteTemperature21"")) , difference(last(""absoluteTemperature22"")) , difference(last(""absoluteTemperature23"")) , difference(last(""absoluteTemperature24"")) , difference(last(""absoluteTemperature25"")) , difference(last(""absoluteTemperature26"")) , difference(last(""absoluteTemperature27"")) , difference(last(""absoluteTemperature28"")) , difference(last(""absoluteTemperature29"")) , difference(last(""absoluteTemperature30"")) , difference(last(""absoluteTemperature31"")) , difference(last(""absoluteTemperature32"")) , difference(last(""absoluteTemperature33"")) , difference(last(""absoluteTemperature34"")) , difference(last(""absoluteTemperature35"")) , difference(last(""absoluteTemperature36"")) , difference(last(""absoluteTemperature37"")) , difference(last(""absoluteTemperature38"")) , difference(last(""absoluteTemperature39"")) , difference(last(""absoluteTemperature40"")) , difference(last(""absoluteTemperature41"")) , difference(last(""absoluteTemperature42"")) , difference(last(""absoluteTemperature43"")) , difference(last(""absoluteTemperature44"")) , difference(last(""absoluteTemperature45"")) , difference(last(""absoluteTemperature46"")) , difference(last(""absoluteTemperature47"")) , difference(last(""absoluteTemperature48"")) , difference(last(""absoluteTemperature49"")) , difference(last(""absoluteTemperature50"")) , difference(last(""absoluteTemperature51"")) , difference(last(""absoluteTemperature52"")) , difference(last(""absoluteTemperature53"")) , difference(last(""absoluteTemperature54"")) , difference(last(""absoluteTemperature55"")) , difference(last(""absoluteTemperature56"")) , difference(last(""absoluteTemperature57"")) , difference(last(""absoluteTemperature58"")) , difference(last(""absoluteTemperature59"")) , difference(last(""absoluteTemperature60"")) , difference(last(""absoluteTemperature61"")) , difference(last(""absoluteTemperature62"")) , difference(last(""absoluteTemperature63"")) , difference(last(""absoluteTemperature64"")) , difference(last(""absoluteTemperature65"")) , difference(last(""absoluteTemperature66"")) , difference(last(""absoluteTemperature67"")) , difference(last(""absoluteTemperature68"")) , difference(last(""absoluteTemperature69"")) , difference(last(""absoluteTemperature70"")) , difference(last(""absoluteTemperature71"")) , difference(last(""absoluteTemperature72"")) , difference(last(""absoluteTemperature73"")) , difference(last(""absoluteTemperature74"")) , difference(last(""absoluteTemperature75"")) , difference(last(""absoluteTemperature76"")) , difference(last(""absoluteTemperature77"")) , difference(last(""absoluteTemperature78"")) , difference(last(""absoluteTemperature79"")) , difference(last(""absoluteTemperature80"")) , difference(last(""absoluteTemperature81"")) , difference(last(""absoluteTemperature82"")) , difference(last(""absoluteTemperature83"")) , difference(last(""absoluteTemperature84"")) , difference(last(""absoluteTemperature85"")) , difference(last(""absoluteTemperature86"")) , difference(last(""absoluteTemperature87"")) , difference(last(""absoluteTemperature88"")) , difference(last(""absoluteTemperature89"")) , difference(last(""absoluteTemperature90"")) , difference(last(""absoluteTemperature91"")), difference(last(""absoluteTemperature92"")) , difference(last(""absoluteTemperature93"")) , difference(last(""absoluteTemperature94"")) , difference(last(""absoluteTemperature95""))    FROM ""efd"".""autogen"".""lsst.sal.MTM1M3TS.thermalData"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(1h)","What is the rate of change over the past hour for each of the 96 absolute temperature readings in the LSST SAL MTM1M3TS thermal data table, considering only data points within the specified dashboard time range?"
